cgpa,aptitude,communication,internship,training,coding,projects,placed
5.0,1,3,1,1,2,3,1
4.3,0,3,0,0,0,2,0
6.29,3,2,1,1,2,1,1
7.08,3,2,0,0,2,1,1
9.88,3,3,1,0,1,1,1
7.53,0,2,0,1,2,3,1
9.36,2,1,0,0,1,2,1
4.11,2,2,0,0,1,3,1
9.5,1,3,0,1,1,2,1
8.48,0,3,0,0,1,2,1
4.47,0,2,0,0,3,2,1
7.51,2,0,1,1,3,1,1
7.9,1,3,1,1,0,3,1
8.94,2,0,0,1,0,3,1
9.98,3,3,0,0,0,0,1
7.54,3,1,1,1,1,0,1
8.48,1,2,1,0,3,0,1
8.12,0,2,0,1,3,1,1
7.4,2,2,0,1,1,3,1
8.88,2,2,0,1,3,1,1
8.21,0,1,0,0,1,2,1
5.87,1,2,1,0,3,1,1
6.21,3,3,0,1,1,2,1
7.88,2,2,0,1,0,1,1
5.65,3,3,0,1,3,1,1
9.21,3,1,1,0,1,0,1
7.18,3,1,0,0,2,1,1
8.25,0,0,1,0,3,3,1
4.55,0,2,0,1,3,3,1
8.65,0,0,0,1,2,1,1
7.91,2,3,0,0,0,3,1
5.89,1,0,1,1,1,0,0
8.93,2,2,0,1,3,0,1
4.6,3,1,1,1,3,3,1
9.09,2,3,0,1,1,0,1
4.41,0,2,0,1,0,2,0
5.09,2,3,0,0,1,3,1
8.04,2,2,0,1,2,2,1
7.34,3,2,1,1,1,2,1
5.84,0,0,1,0,1,3,1
5.97,1,1,0,0,2,2,1
5.1,0,0,1,1,2,1,0
7.44,0,0,0,0,1,2,1
4.79,3,1,0,0,3,1,1
5.4,3,1,1,0,2,0,1
8.5,0,1,0,1,2,3,1
7.4,3,3,0,0,0,1,1
6.74,1,1,1,1,3,3,1
8.39,3,3,0,0,1,0,1
6.9,1,0,0,0,3,1,1
6.13,3,1,0,1,3,0,1
4.68,3,2,0,1,0,1,1
5.74,0,0,0,1,2,3,1
9.47,2,3,0,0,2,3,1
6.95,3,1,0,1,2,0,1
6.1,0,0,1,1,2,3,1
7.33,3,1,0,0,2,1,1
4.04,3,1,1,0,0,1,0
7.42,1,1,1,0,0,0,1
4.73,3,2,0,0,1,1,1
5.19,3,0,1,1,2,3,1
9.19,2,0,1,0,3,3,1
8.69,2,2,1,1,2,3,1
4.16,2,2,1,1,0,0,0
9.43,0,2,0,1,1,0,1
9.56,0,0,0,1,0,1,1
8.75,0,3,1,1,0,2,1
9.9,1,2,1,1,3,3,1
4.32,1,0,1,1,0,1,0
5.81,3,0,0,0,0,3,1
5.73,2,3,1,0,0,2,1
6.73,1,1,1,1,2,2,1
7.29,3,0,1,1,3,0,1
5.0,2,2,1,0,3,2,1
8.54,3,3,0,0,2,0,1
7.66,0,0,1,1,3,3,1
9.02,3,0,1,0,0,2,1
4.22,3,3,1,1,3,1,1
7.07,3,3,1,0,3,3,1
7.19,1,2,0,1,2,3,1
4.03,0,0,1,1,2,0,0
9.81,0,0,1,0,1,1,1
7.38,0,1,0,1,0,3,1
5.46,0,2,0,1,0,1,0
7.14,1,1,0,0,3,1,1
6.87,1,3,0,1,2,2,1
8.57,0,3,0,1,3,2,1
5.2,1,2,1,0,2,1,1
6.16,3,0,0,0,0,3,1
9.95,2,2,0,1,0,1,1
4.05,0,1,1,1,3,0,0
6.43,3,1,0,0,2,3,1
4.89,1,2,1,0,3,1,1
8.23,3,2,0,1,2,3,1
6.81,2,2,1,1,1,3,1
8.36,0,3,1,1,2,3,1
6.47,3,2,1,0,3,2,1
9.66,2,1,1,0,1,0,1
6.5,2,2,0,0,2,2,1
9.71,3,3,1,1,2,3,1
8.32,2,1,1,0,1,3,1
7.1,0,1,0,1,1,2,1
6.94,1,3,1,1,2,1,1
5.06,0,2,1,0,1,2,1
6.89,2,1,1,1,2,1,1
5.73,2,3,1,1,2,1,1
9.89,3,0,0,1,1,1,1
5.79,3,2,1,1,2,2,1
5.25,2,1,0,1,3,1,1
7.47,0,3,1,0,0,0,1
5.06,2,2,0,1,2,1,1
7.62,1,0,1,0,3,1,1
4.18,0,3,0,0,0,1,0
6.38,1,1,1,1,0,0,0
5.82,3,3,0,0,3,2,1
7.01,2,1,1,0,3,2,1
5.82,3,3,0,1,0,2,1
7.4,0,3,0,0,0,1,1
5.29,1,2,0,1,3,2,1
6.79,1,3,0,1,0,3,1
7.72,3,1,1,1,0,2,1
7.71,0,3,1,0,0,3,1
5.2,3,2,1,0,3,1,1
9.51,0,1,1,1,3,2,1
9.45,3,1,0,1,0,3,1
5.16,1,0,1,0,0,0,0
6.94,2,1,1,1,1,3,1
8.65,3,0,1,0,3,0,1
7.58,0,2,1,1,1,1,1
7.28,2,1,0,1,2,0,1
6.63,3,3,1,0,2,0,1
9.57,0,1,1,1,0,1,1
7.17,0,2,0,1,0,1,1
4.59,2,0,1,0,0,0,0
4.21,2,2,1,1,1,0,0
8.01,1,2,1,1,2,0,1
7.4,2,3,0,0,2,0,1
5.5,0,0,1,1,3,0,0
5.92,2,1,0,1,2,3,1
8.7,2,3,0,1,3,1,1
4.24,2,3,0,1,2,0,1
5.85,3,1,1,1,0,2,1
8.49,3,1,0,1,3,3,1
6.28,3,2,0,0,2,1,1
7.42,2,2,0,1,0,3,1
6.64,1,1,1,0,3,0,1
5.7,1,2,0,0,2,0,1
4.84,3,3,1,0,3,3,1
7.94,2,3,0,0,3,0,1
6.23,0,2,0,1,3,1,1
8.9,1,3,1,0,0,3,1
6.78,2,0,1,1,2,1,1
4.05,0,3,0,1,2,0,0
7.16,3,1,1,1,1,1,1
4.28,2,0,0,0,2,1,0
9.47,3,3,0,1,1,3,1
9.45,1,1,0,0,0,1,1
9.67,1,3,0,0,1,0,1
7.12,3,0,1,0,1,0,1
4.56,1,0,0,0,1,2,0
6.61,1,1,1,0,0,3,1
5.4,0,2,0,1,2,3,1
9.96,0,3,1,0,2,1,1
4.76,2,0,0,0,1,0,0
8.08,0,1,1,0,3,2,1
4.8,3,0,0,1,1,2,1
7.77,3,0,1,0,0,2,1
7.67,3,0,1,0,3,2,1
4.47,1,3,1,1,3,3,1
5.88,2,3,1,1,1,2,1
8.07,0,3,0,0,2,2,1
6.27,2,2,0,0,2,0,1
4.85,0,3,0,0,3,1,1
9.79,3,0,1,0,1,1,1
5.31,3,2,0,1,0,0,1
4.35,2,3,1,0,1,3,1
8.44,2,3,1,1,1,2,1
7.45,2,3,1,1,1,2,1
6.94,3,3,1,1,1,2,1
8.32,2,3,1,1,0,1,1
8.91,0,3,1,1,0,0,1
4.87,1,1,1,1,1,2,1
6.58,3,0,0,1,1,0,1
7.96,1,0,0,1,0,0,1
5.53,1,2,0,1,1,2,1
9.18,3,0,0,0,3,3,1
6.5,2,1,1,1,0,1,1
8.62,0,2,0,1,1,2,1
4.85,1,0,1,1,3,3,1
7.53,0,3,1,1,3,1,1
7.59,2,1,1,0,1,0,1
7.35,1,1,0,0,2,0,1
6.97,2,3,1,1,1,3,1
9.32,3,3,1,1,0,3,1
5.07,3,2,1,1,1,2,1
5.17,3,1,0,0,1,2,1
5.96,1,3,0,1,2,1,1
7.48,1,2,1,1,3,1,1
6.35,0,3,1,1,1,3,1
5.21,0,1,1,1,3,2,1
5.07,0,2,0,1,2,1,0
6.27,0,2,0,0,1,1,0
7.72,3,1,0,0,3,3,1
6.77,0,1,0,1,3,0,1
5.9,1,3,0,1,0,2,1
6.88,3,3,0,1,0,3,1
7.14,3,0,0,1,2,1,1
7.39,2,2,0,1,2,2,1
4.94,3,3,0,0,1,0,1
5.91,1,3,1,1,2,0,1
6.32,2,0,0,0,3,3,1
8.25,0,1,1,0,1,2,1
5.51,2,2,0,1,2,1,1
5.24,2,0,1,0,0,2,0
9.55,1,1,1,1,3,0,1
6.36,1,3,1,0,1,0,1
7.36,2,1,1,0,0,3,1
6.81,1,1,0,1,2,0,1
8.56,0,0,1,1,1,2,1
9.59,2,0,1,1,3,3,1
8.76,2,1,1,1,1,1,1
5.0,1,1,0,0,0,1,0
6.48,0,2,0,0,3,0,1
8.38,3,1,1,0,0,0,1
8.9,0,3,1,0,1,3,1
9.65,3,3,0,0,3,1,1
8.5,3,2,1,0,0,2,1
4.12,1,3,1,0,1,1,0
8.47,2,2,1,1,0,3,1
6.9,1,3,1,1,3,2,1
9.69,0,0,0,1,0,0,1
8.08,2,2,1,0,2,0,1
7.67,1,3,0,0,1,1,1
9.54,3,2,0,1,2,0,1
6.12,0,3,0,0,1,2,1
7.56,3,2,0,1,0,3,1
4.91,1,0,1,1,2,0,0
8.0,2,2,1,0,2,1,1
7.44,2,0,0,0,2,2,1
5.04,1,3,0,0,3,0,1
9.84,2,1,0,0,0,2,1
5.46,3,1,0,1,0,1,1
8.4,0,0,0,1,2,3,1
6.0,3,0,1,0,1,1,1
4.52,1,0,1,0,1,2,0
9.08,2,2,1,1,2,3,1
4.22,0,0,1,0,1,1,0
7.02,2,3,0,1,2,0,1
7.07,2,3,1,1,3,3,1
8.74,1,0,0,0,0,3,1
9.3,0,1,0,0,1,0,1
7.06,1,3,0,1,2,2,1
6.23,2,1,0,1,1,0,1
4.57,1,3,0,0,0,0,0
6.21,1,0,0,1,3,3,1
5.06,1,0,0,1,2,2,1
5.98,0,0,0,0,2,3,1
8.24,0,0,1,1,1,0,1
7.34,3,1,0,1,0,1,1
4.49,0,1,0,0,2,2,0
9.57,0,2,0,0,0,1,1
7.82,1,1,0,1,0,3,1
5.44,3,1,1,1,1,2,1
8.56,3,0,0,0,0,1,1
9.05,0,1,1,0,0,2,1
6.09,0,2,1,1,0,2,1
8.92,0,2,0,1,0,2,1
6.14,0,0,1,0,2,1,1
7.39,3,2,1,1,1,0,1
9.54,2,2,1,1,3,1,1
4.18,0,2,0,0,2,0,0
7.95,2,0,1,0,0,2,1
4.47,2,1,1,0,2,0,0
4.97,2,3,1,0,3,3,1
4.72,1,2,1,1,3,1,1
6.58,2,2,1,1,3,3,1
7.36,0,0,0,0,0,1,0
7.7,0,1,0,0,0,2,1
6.48,0,1,1,0,1,1,1
5.37,1,0,1,0,0,2,0
7.96,0,2,1,0,0,0,1
6.5,2,3,0,0,3,1,1
9.6,0,2,0,1,2,0,1
9.55,0,2,0,1,1,0,1
5.14,0,3,1,0,3,0,1
8.83,1,0,0,0,2,2,1
7.76,3,3,0,0,2,3,1
5.68,1,3,0,1,0,0,0
8.86,3,1,0,0,1,2,1
8.8,2,2,0,1,0,0,1
8.57,1,3,1,1,0,2,1
8.1,0,0,1,0,3,0,1
6.54,0,2,1,0,1,3,1
5.05,3,1,1,0,1,3,1
7.47,0,0,1,0,2,3,1
8.83,2,3,1,1,0,1,1
6.11,1,3,1,1,3,1,1
8.69,1,3,1,1,3,3,1
8.37,0,2,1,1,1,2,1
4.83,3,0,1,0,0,2,1
8.78,0,2,0,0,3,0,1
6.33,0,1,1,1,3,1,1
4.95,2,3,0,1,0,2,1
8.41,2,2,1,0,2,0,1
5.82,0,2,0,1,1,2,1
5.5,1,2,0,0,0,3,1
8.01,1,3,0,0,3,1,1
4.75,0,0,1,1,0,1,0
8.45,2,0,0,1,2,0,1
9.44,3,3,0,1,2,2,1
4.97,0,0,1,0,3,3,1
6.2,3,1,1,0,0,2,1
9.31,1,1,1,1,0,3,1
6.91,0,3,1,1,2,2,1
5.94,3,1,0,1,1,2,1
5.97,0,3,1,1,1,2,1
5.5,0,3,0,0,3,1,1
4.33,3,3,0,1,2,1,1
6.94,0,1,1,0,2,0,1
7.9,2,0,0,1,0,3,1
9.26,0,2,0,1,0,2,1
5.0,1,3,1,0,3,3,1
5.91,3,1,1,0,3,0,1
5.47,0,2,1,1,0,1,0
5.0,3,0,0,0,0,0,0
9.62,1,3,0,0,3,2,1
6.11,2,3,0,1,0,3,1
6.6,2,0,1,0,2,2,1
9.36,1,2,1,0,2,0,1
8.71,1,0,1,1,0,3,1
7.79,1,2,0,0,1,3,1
9.19,0,3,0,0,0,0,1
9.5,2,2,1,0,1,1,1
6.76,0,1,0,1,1,2,1
9.74,3,3,0,0,2,3,1
8.77,2,3,0,1,1,2,1
4.13,2,2,1,1,3,3,1
9.49,2,1,1,0,0,3,1
5.28,0,1,0,1,1,1,0
9.25,1,3,0,1,0,2,1
8.07,3,3,0,0,0,3,1
6.94,2,3,0,1,3,1,1
9.84,3,2,1,1,3,1,1
8.3,1,0,0,0,1,2,1
7.41,2,3,0,0,1,0,1
5.41,2,2,1,0,1,0,1
5.23,2,0,0,0,0,3,0
8.45,1,2,0,1,2,1,1
9.56,3,3,1,0,0,2,1
7.99,2,2,0,0,2,0,1
9.09,0,1,0,1,0,0,1
5.48,2,2,1,0,2,3,1
9.94,1,0,0,0,0,0,1
6.89,2,1,0,0,1,0,1
5.73,2,2,0,0,2,2,1
9.28,2,2,1,0,1,2,1
9.82,3,0,0,1,3,3,1
7.04,0,1,0,0,2,1,1
7.34,3,3,1,1,2,0,1
8.93,1,2,1,0,1,2,1
8.25,3,2,1,1,0,3,1
7.16,2,2,1,0,0,1,1
9.49,3,1,0,1,0,0,1
6.14,0,3,0,1,2,3,1
7.51,0,2,0,0,1,1,1
5.98,3,2,1,0,1,2,1
9.42,2,0,1,0,1,1,1
6.6,3,2,1,0,0,2,1
6.55,3,1,0,1,1,2,1
7.57,0,3,1,1,1,3,1
5.99,0,2,0,1,0,3,1
8.26,0,0,1,0,2,1,1
6.0,0,0,0,1,3,3,1
5.99,3,1,1,0,3,3,1
7.5,3,0,0,0,1,1,1
9.05,3,0,1,1,0,3,1
7.82,0,2,0,1,2,1,1
9.02,1,1,0,0,0,2,1
5.34,0,3,0,0,3,3,1
9.74,2,1,0,0,1,1,1
4.84,2,0,1,1,1,2,1
7.69,0,1,0,1,2,0,1
5.95,2,2,0,1,0,3,1
4.55,1,0,1,0,0,3,0
7.32,2,3,0,1,2,3,1
9.54,0,3,1,1,1,0,1
5.88,0,0,1,1,1,0,0
6.16,2,0,0,0,2,3,1
6.48,3,1,1,1,0,2,1
6.71,2,0,0,0,2,2,1
5.36,3,0,0,1,1,2,1
9.36,1,3,0,0,1,3,1
6.5,3,2,0,1,0,0,1
9.1,3,0,1,0,1,0,1
6.88,3,2,0,0,0,3,1
6.83,3,0,0,0,3,3,1
7.46,0,0,1,1,1,0,1
7.64,1,2,1,1,0,0,1
7.71,3,3,1,0,1,2,1
5.09,2,3,0,0,3,2,1
4.25,2,1,1,1,0,0,0
7.97,2,3,0,0,0,3,1
5.43,0,0,0,1,3,1,0
6.42,1,3,0,0,2,2,1
6.44,0,1,0,0,2,3,1
7.87,2,3,1,0,3,1,1
9.7,0,0,1,0,2,3,1
8.82,2,1,1,1,3,3,1
6.75,1,1,1,0,3,2,1
6.72,2,0,1,1,1,0,1
5.67,2,3,1,1,1,0,1
9.49,0,1,0,1,3,0,1
5.63,2,2,1,0,0,2,1
8.68,2,0,1,0,2,0,1
6.95,3,2,0,0,1,3,1
5.21,3,3,1,0,2,2,1
7.8,1,0,1,1,1,2,1
7.76,1,1,1,0,1,3,1
4.71,0,2,0,1,1,0,0
9.23,3,0,0,0,0,0,1
5.03,1,3,1,0,1,0,1
7.21,3,3,1,0,2,3,1
8.93,2,3,1,0,3,2,1
6.67,1,2,0,0,3,0,1
5.63,2,1,1,1,0,2,1
6.76,1,1,0,0,2,0,1
9.34,2,0,0,0,0,2,1
7.58,0,1,0,0,0,3,1
9.09,0,3,0,1,1,3,1
8.8,2,3,0,1,2,1,1
4.22,2,3,0,0,3,1,1
8.55,3,3,0,1,2,1,1
9.7,1,2,0,0,0,0,1
7.77,2,1,1,0,3,1,1
4.65,2,2,1,1,1,2,1
4.38,0,1,0,1,2,1,0
5.51,2,2,0,0,0,1,0
6.99,1,2,0,1,3,3,1
4.34,3,0,1,0,2,2,1
8.66,2,1,0,0,0,0,1
5.47,2,3,0,1,0,2,1
6.7,1,2,0,0,1,3,1
4.39,1,2,0,0,3,3,1
9.57,3,1,1,0,1,0,1
7.97,0,2,0,1,2,0,1
5.88,2,2,0,1,3,0,1
7.13,3,1,1,1,0,0,1
8.36,2,0,0,1,2,0,1
8.54,1,0,1,1,1,2,1
5.45,3,1,0,0,2,3,1
7.41,2,1,1,0,2,0,1
8.34,3,3,0,0,2,2,1
6.36,0,0,0,0,2,2,1
4.48,3,3,1,1,3,0,1
9.6,3,0,1,0,2,2,1
9.54,0,2,1,1,0,2,1
4.39,0,1,1,0,0,1,0
6.09,2,0,0,1,1,3,1
8.91,0,2,0,1,3,3,1
4.53,1,0,0,0,0,2,0
6.98,1,1,0,1,1,0,1
8.45,3,2,1,0,3,3,1
6.42,3,2,1,1,3,2,1
6.21,1,0,1,1,3,1,1
7.66,2,1,0,0,1,2,1
4.15,1,0,1,0,1,2,0
6.53,2,0,1,0,3,1,1
9.55,3,3,0,1,3,0,1
8.76,2,0,0,1,1,0,1
7.04,0,0,1,0,2,3,1
7.56,2,2,0,0,1,3,1
6.81,3,0,0,1,1,3,1
5.27,1,1,1,1,3,2,1
9.1,2,1,1,1,0,1,1
9.83,0,0,0,0,0,0,1
5.68,0,0,1,0,3,1,1
4.97,1,2,1,0,2,0,1
6.24,0,3,0,1,3,2,1
8.35,0,1,0,0,2,1,1
4.24,3,0,1,0,3,0,1
4.43,2,1,0,1,0,0,0
6.5,3,0,0,1,2,0,1
9.42,2,2,0,1,1,1,1
5.19,0,2,0,1,0,0,0
9.1,1,2,0,1,3,0,1
7.24,3,3,1,1,0,0,1
6.02,1,2,0,0,2,3,1
4.19,3,3,0,1,0,1,1
8.89,0,0,1,0,0,1,1
5.68,1,1,1,1,2,3,1
5.79,2,2,0,1,2,2,1
6.27,0,1,0,0,0,1,0
4.64,1,1,1,0,0,3,0
8.76,0,0,1,0,1,0,1
6.48,3,2,1,0,3,3,1
7.84,0,0,1,1,3,0,1
5.66,1,2,1,1,1,2,1
5.24,2,0,1,1,2,3,1
8.5,1,3,1,1,3,2,1
5.97,3,1,1,1,1,0,1
8.95,3,0,1,1,3,2,1
6.37,2,3,1,1,0,1,1
7.29,1,2,0,1,0,0,1
5.98,2,2,1,0,0,3,1
4.17,2,2,1,0,2,2,1
7.13,2,0,0,0,3,0,1
4.22,2,3,1,0,2,3,1
6.36,3,1,1,0,0,3,1
4.27,1,2,0,0,3,1,1
5.34,2,2,0,1,2,1,1
6.82,2,3,1,0,2,2,1
9.57,2,0,1,1,2,2,1
7.42,0,1,0,0,0,2,1
7.62,3,0,1,0,1,3,1
7.17,0,0,0,1,3,0,1
8.41,0,3,0,0,3,3,1
7.51,3,2,1,1,0,2,1
4.3,1,2,1,0,3,1,1
7.98,2,3,0,0,0,3,1
5.01,0,3,0,1,0,2,0
5.47,0,1,1,0,0,3,0
4.83,2,1,1,1,3,0,1
7.92,3,0,0,1,0,0,1
5.32,2,1,0,0,2,0,0
4.11,3,3,1,1,0,0,1
9.45,2,0,1,0,3,0,1
9.78,3,1,0,1,3,0,1
5.45,1,3,0,1,0,2,1
4.83,0,0,0,1,3,3,1
9.72,2,2,1,0,2,3,1
9.53,0,0,1,0,1,0,1
8.19,2,3,1,1,2,0,1
4.88,1,3,0,1,3,2,1
4.35,1,0,1,1,2,0,0
5.08,2,2,0,0,3,2,1
9.23,3,1,0,0,3,0,1
4.71,2,3,0,1,1,1,1
7.64,2,2,1,0,0,1,1
9.6,1,1,1,1,3,2,1
4.27,2,1,1,1,1,3,1
8.39,2,3,1,0,3,3,1
7.32,3,1,1,0,3,3,1
8.12,3,3,0,1,1,2,1
8.3,1,2,1,1,1,3,1
6.44,1,1,0,0,1,3,1
8.2,1,0,1,0,3,3,1
4.24,2,2,1,0,1,3,1
9.55,0,2,1,1,1,0,1
5.79,3,1,1,1,1,2,1
5.92,0,0,0,0,2,2,0
9.59,3,1,0,0,1,2,1
9.0,0,1,0,0,2,3,1
5.5,2,0,0,0,3,0,1
6.73,2,1,0,1,2,2,1
4.09,2,3,0,0,2,1,1
9.97,0,0,1,1,3,1,1
8.65,2,3,0,0,2,1,1
4.32,2,3,1,0,3,1,1
9.11,3,2,0,1,1,3,1
4.3,3,3,1,1,2,3,1
5.57,0,2,1,1,3,1,1
9.21,0,1,0,1,1,3,1
4.34,3,1,1,0,0,1,0
6.65,1,2,0,1,1,0,1
7.36,2,1,0,0,0,1,1
8.64,2,3,0,1,1,3,1
7.29,2,2,1,0,0,0,1
6.7,2,0,0,0,0,0,0
7.72,0,2,1,1,0,0,1
6.98,0,1,1,0,2,1,1
4.52,3,3,0,0,1,2,1
8.83,0,2,0,0,0,2,1
4.33,3,1,1,1,3,3,1
9.53,2,0,1,1,3,2,1
9.99,3,1,1,0,1,0,1
5.64,3,0,0,1,2,2,1
9.17,3,1,0,0,3,1,1
5.56,0,1,0,1,3,1,1
9.24,3,2,0,0,0,1,1
8.65,3,2,1,1,0,2,1
8.57,2,2,0,1,1,2,1
4.85,0,1,1,1,0,1,0
5.5,0,3,1,1,1,0,1
4.31,1,2,1,0,0,2,0
5.74,0,3,1,0,3,3,1
7.43,3,2,1,0,0,2,1
5.85,1,2,0,1,2,2,1
8.85,0,1,0,1,1,0,1
8.41,3,2,0,1,1,1,1
5.23,3,1,1,1,3,2,1
9.79,3,2,1,1,2,0,1
8.01,2,1,1,0,2,1,1
7.59,2,0,1,0,1,3,1
4.36,3,1,0,0,0,0,0
9.13,3,2,1,1,3,2,1
9.5,2,3,1,0,3,2,1
6.82,3,1,1,0,0,2,1
8.75,0,1,0,1,3,0,1
5.0,0,1,0,1,3,3,1
7.65,2,1,0,0,1,2,1
7.44,2,1,0,1,1,1,1
8.84,2,3,0,1,2,1,1
7.79,2,1,0,1,1,0,1
8.55,1,2,1,0,2,1,1
9.48,0,3,1,1,2,2,1
6.48,3,3,0,1,3,3,1
7.27,3,1,1,1,1,0,1
7.72,3,1,1,1,1,3,1
7.07,3,3,1,0,1,1,1
9.34,3,3,0,1,3,2,1
6.12,0,2,0,0,1,0,0
5.05,2,3,1,1,3,0,1
4.63,3,3,1,0,3,1,1
4.97,1,1,0,1,0,2,0
5.43,3,3,0,0,3,0,1
5.84,0,2,0,0,2,0,0
8.71,1,3,0,0,0,3,1
5.26,2,3,1,1,1,3,1
7.4,0,2,1,0,0,3,1
9.29,2,3,1,1,1,3,1
4.02,1,1,1,0,2,1,0
9.23,2,3,0,0,2,3,1
8.93,2,2,0,0,2,3,1
4.8,2,3,1,0,1,2,1
4.31,3,0,0,1,0,2,0
7.28,1,2,1,0,3,3,1
9.05,1,1,0,0,3,2,1
8.56,2,1,1,0,0,1,1
5.69,3,0,0,1,0,1,1
8.05,2,2,0,0,3,0,1
8.87,3,2,1,1,2,2,1
7.68,2,1,1,1,3,1,1
4.94,1,3,0,1,2,3,1
4.22,0,3,1,1,0,3,1
6.92,2,3,1,1,1,1,1
4.69,0,0,1,0,0,2,0
4.16,3,1,0,0,2,3,1
8.89,2,2,1,0,0,1,1
5.1,0,2,0,0,0,1,0
5.79,0,2,1,0,1,2,1
5.18,3,3,1,0,3,1,1
7.8,3,2,0,0,2,2,1
6.26,2,1,0,0,3,1,1
9.78,0,2,1,0,0,3,1
9.8,3,1,0,1,1,1,1
9.95,1,2,1,1,0,2,1
8.64,3,2,1,0,3,2,1
5.74,3,1,0,0,1,0,1
9.23,1,2,0,0,0,0,1
5.05,1,0,1,1,0,3,0
6.88,1,0,0,0,0,0,0
7.79,2,0,0,0,2,2,1
5.83,0,1,1,0,2,1,1
7.53,1,2,0,1,3,0,1
9.02,2,0,1,0,1,2,1
4.51,3,1,0,0,0,1,0
8.31,0,3,0,1,2,1,1
9.48,1,2,0,1,3,2,1
6.53,2,3,1,0,1,3,1
7.69,1,0,1,0,1,1,1
4.29,1,3,0,0,3,3,1
5.3,2,3,1,0,2,1,1
9.78,0,1,1,0,2,1,1
6.57,0,0,1,1,1,0,0
9.61,1,3,1,1,2,0,1
4.17,3,0,1,1,1,3,1
8.54,0,1,0,0,1,0,1
7.0,3,2,0,1,1,3,1
5.04,2,0,1,0,2,0,0
5.85,1,2,1,1,1,1,1
8.8,0,1,0,1,3,3,1
9.83,3,2,1,0,1,0,1
9.8,1,3,0,1,2,2,1
5.49,2,2,0,0,1,0,0
9.13,1,1,0,0,0,0,1
5.09,1,3,0,1,0,1,0
6.73,3,3,0,1,3,0,1
5.8,0,1,0,1,0,2,0
7.1,3,3,1,1,2,0,1
5.77,1,1,1,1,3,2,1
8.9,0,1,0,0,2,2,1
4.35,0,0,0,0,3,3,0
8.79,1,0,0,0,2,1,1
4.41,3,2,1,0,1,2,1
4.54,2,0,0,1,3,0,0
8.11,1,3,1,1,3,0,1
6.39,1,2,0,0,1,0,1
6.26,1,1,1,1,1,3,1
8.19,2,1,1,0,2,2,1
7.36,0,0,0,0,3,0,1
8.54,3,0,0,1,0,1,1
9.39,2,2,1,1,2,2,1
7.64,0,3,1,0,1,3,1
9.77,0,2,0,1,3,3,1
6.05,2,2,0,1,0,0,1
5.48,0,2,0,0,1,3,1
7.15,0,3,0,0,2,1,1
4.78,0,0,1,1,2,1,0
8.1,0,3,0,0,3,0,1
7.11,0,0,1,0,3,0,1
4.16,1,1,1,0,0,0,0
6.85,0,1,0,0,1,2,1
5.41,3,2,0,0,2,1,1
8.61,0,0,1,1,2,0,1
5.22,0,2,1,0,1,1,0
4.7,3,2,0,1,2,3,1
5.25,1,2,0,0,2,0,0
4.09,0,3,0,0,0,1,0
6.71,2,2,1,1,3,1,1
9.12,1,0,1,1,2,0,1
4.11,1,1,0,1,3,0,0
8.6,1,1,0,0,3,0,1
4.31,1,1,1,0,3,1,1
7.52,2,1,1,0,2,2,1
9.37,2,2,0,1,2,1,1
5.94,3,3,0,1,3,1,1
8.46,2,0,1,1,1,2,1
8.22,2,2,1,0,2,3,1
9.71,2,0,1,0,2,1,1
7.0,0,1,0,0,0,3,1
8.6,0,3,1,1,1,3,1
7.3,0,0,1,0,3,0,1
7.15,0,3,1,1,3,2,1
9.32,2,3,0,0,3,0,1
8.72,3,0,1,1,1,3,1
9.01,1,0,1,0,3,0,1
5.25,1,0,1,1,3,1,1
9.74,2,3,1,1,2,1,1
9.81,0,3,1,0,2,2,1
8.15,0,1,0,0,0,0,0
9.11,0,3,1,0,0,2,1
9.56,1,1,0,1,1,0,1
7.94,1,2,0,1,3,1,1
7.09,3,1,0,1,2,0,1
8.07,1,3,0,1,1,2,1
6.01,1,0,0,0,2,0,0
4.12,2,1,1,1,1,0,0
9.46,1,0,1,0,2,0,1
6.98,1,3,1,1,1,2,1
5.38,3,1,0,1,3,3,1
8.27,0,1,0,1,0,2,1
8.03,0,2,0,0,1,2,1
5.08,0,1,0,1,0,3,0
7.4,3,3,0,1,2,1,1
6.89,3,3,0,1,3,0,1
6.81,2,1,1,0,1,0,1
9.55,1,2,0,0,1,2,1
9.64,1,1,0,1,3,1,1
8.81,0,1,0,0,2,1,1
9.45,3,1,0,1,2,3,1
4.27,0,2,0,0,1,1,0
7.0,2,3,1,1,1,0,1
7.24,3,2,1,1,1,3,1
4.72,1,0,1,1,0,2,0
4.38,3,2,0,0,1,3,1
5.49,0,1,1,1,1,2,1
4.59,0,2,0,1,3,2,1
4.65,0,3,0,1,3,2,1
9.82,2,1,0,1,3,0,1
6.61,1,3,0,0,2,0,1
4.85,3,1,0,1,2,2,1
9.23,3,3,1,0,1,0,1
5.49,3,2,1,1,2,1,1
6.61,2,1,1,0,0,2,1
8.67,3,1,0,1,2,1,1
6.06,2,3,0,0,2,0,1
8.71,0,0,1,1,2,1,1
4.67,0,1,1,0,3,2,1
6.58,1,2,0,0,0,1,1
5.08,3,1,1,0,1,2,1
6.01,0,2,0,1,0,3,1
7.72,1,2,0,1,0,0,1
6.35,3,3,0,0,2,0,1
4.02,1,2,1,1,3,1,1
7.41,0,1,1,1,0,2,1
6.85,3,2,1,1,3,1,1
